"","X","source_file","xylem_id","Area","Perim.","Feret","FeretX","FeretY","FeretAngle","MinFeret","plant","age_class","nin_type","treatment","plant_direction","subset","subset_id","subset_area","subset_damage","whole_plant_damage","cardinal_direction_damage","warped","folds","late_season_missing","duplicate_subset"
"2616",2616,"BUI-FH5-W-SUBSET-2.csv",25,283.336,63.812,22.652,1099,994,13.496,16.74,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",2,"BUI-FH5-W-2",75496.905,0,2,2,0,1,0,0
"2617",2617,"BUI-FH5-W-SUBSET-2.csv",26,442.469,82.59,31.038,1150,1001,6.52,20.005,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",2,"BUI-FH5-W-2",75496.905,0,2,2,0,1,0,0
"2618",2618,"BUI-FH5-W-SUBSET-2.csv",27,322.149,68.066,24.193,1255,1017,10.491,18.11,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",2,"BUI-FH5-W-2",75496.905,0,2,2,0,1,0,0
"2619",2619,"BUI-FH5-W-SUBSET-2.csv",28,449.456,81.344,29.195,1189,1017,174.806,20.264,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",2,"BUI-FH5-W-2",75496.905,0,2,2,0,1,0,0
"2620",2620,"BUI-FH5-W-SUBSET-2.csv",29,384.25,76.449,28.536,1135,1023,171.119,16.74,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",2,"BUI-FH5-W-2",75496.905,0,2,2,0,1,0,0
"2621",2621,"BUI-FH5-W-SUBSET-2.csv",30,156.805,56.55,20.738,1200,1040,12.265,11.411,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",2,"BUI-FH5-W-2",75496.905,0,2,2,0,1,0,0
"2622",2622,"BUI-FH5-W-SUBSET-2.csv",31,305.847,67.336,26.505,1128,1053,15.422,15.859,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",2,"BUI-FH5-W-2",75496.905,0,2,2,0,1,0,0
"2623",2623,"BUI-FH5-W-SUBSET-2.csv",32,393.565,72.836,24.543,1234,1048,158.962,21.85,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",2,"BUI-FH5-W-2",75496.905,0,2,2,0,1,0,0
"2624",2624,"BUI-FH5-W-SUBSET-2.csv",33,637.311,97.115,33.895,1175,1055,171.027,25.075,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",2,"BUI-FH5-W-2",75496.905,0,2,2,0,1,0,0
"2625",2625,"BUI-FH5-W-SUBSET-2.csv",34,226.668,63.296,21.761,1132,1071,21.371,15.859,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",2,"BUI-FH5-W-2",75496.905,0,2,2,0,1,0,0
"2626",2626,"BUI-FH5-W-SUBSET-2.csv",35,224.34,60.804,21.761,1222,1089,21.371,14.097,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",2,"BUI-FH5-W-2",75496.905,0,2,2,0,1,0,0
"2627",2627,"BUI-FH5-W-SUBSET-2.csv",36,575.21,92.131,30.546,1172,1103,33.232,24.797,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",2,"BUI-FH5-W-2",75496.905,0,2,2,0,1,0,0
"2628",2628,"BUI-FH5-W-SUBSET-2.csv",37,302.742,67.977,22.097,1123,1104,23.499,19.307,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",2,"BUI-FH5-W-2",75496.905,0,2,2,0,1,0,0
"2629",2629,"BUI-FH5-W-SUBSET-2.csv",38,346.213,71.59,26.505,1203,1119,21.448,17.731,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",2,"BUI-FH5-W-2",75496.905,0,2,2,0,1,0,0
"2630",2630,"BUI-FH5-W-SUBSET-3.csv",1,402.104,77.393,27.666,1258,229,170.838,18.502,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2631",2631,"BUI-FH5-W-SUBSET-3.csv",2,277.902,66.392,26.032,1336,239,156.038,15.859,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2632",2632,"BUI-FH5-W-SUBSET-3.csv",3,367.948,75.844,28.536,1269,254,171.119,17.444,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2633",2633,"BUI-FH5-W-SUBSET-3.csv",4,283.336,63.082,22.463,1208,259,11.31,16.74,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2634",2634,"BUI-FH5-W-SUBSET-3.csv",5,270.915,62.78,21.671,1333,272,153.435,17.337,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2635",2635,"BUI-FH5-W-SUBSET-3.csv",6,274.797,64.844,24.193,1284,282,10.491,14.097,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2636",2636,"BUI-FH5-W-SUBSET-3.csv",7,505.347,94.107,31.15,1170,298,28.74,23.56,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2637",2637,"BUI-FH5-W-SUBSET-3.csv",8,366.396,72.622,25.245,1246,288,119.249,20.489,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2638",2638,"BUI-FH5-W-SUBSET-3.csv",9,357.857,73.264,24.369,1216,294,130.601,20.526,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2639",2639,"BUI-FH5-W-SUBSET-3.csv",10,358.633,72.622,25.687,1294,307,174.094,18.502,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2640",2640,"BUI-FH5-W-SUBSET-3.csv",11,266.258,69.526,25.611,1130,328,40.815,15.512,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2641",2641,"BUI-FH5-W-SUBSET-3.csv",12,235.207,60.288,21.31,1190,320,172.875,15.45,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2642",2642,"BUI-FH5-W-SUBSET-3.csv",13,128.859,52.723,18.732,1202,344,41.186,11.214,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2643",2643,"BUI-FH5-W-SUBSET-3.csv",14,394.341,75.114,27.987,1321,337,151.821,20.06,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2644",2644,"BUI-FH5-W-SUBSET-3.csv",15,569.776,90.583,32.071,1216,355,15.945,23.789,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2645",2645,"BUI-FH5-W-SUBSET-3.csv",16,505.347,86.845,29.617,1158,363,30.379,22.846,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2646",2646,"BUI-FH5-W-SUBSET-3.csv",17,149.819,45.461,15.612,1268,357,106.39,13.083,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2647",2647,"BUI-FH5-W-SUBSET-3.csv",18,445.574,80.917,28.807,1304,366,156.571,20.278,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2648",2648,"BUI-FH5-W-SUBSET-3.csv",19,853.888,110.393,39.016,1220,398,6.483,29.075,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2649",2649,"BUI-FH5-W-SUBSET-3.csv",20,150.595,50.533,20.091,1319,393,164.745,10.471,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2650",2650,"BUI-FH5-W-SUBSET-3.csv",21,120.321,42.755,16.246,1205,418,167.471,10.471,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2651",2651,"BUI-FH5-W-SUBSET-3.csv",22,408.314,76.574,26.505,1162,429,158.552,20.095,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2652",2652,"BUI-FH5-W-SUBSET-3.csv",23,135.07,44.001,16.947,1264,448,171.027,11.454,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2653",2653,"BUI-FH5-W-SUBSET-3.csv",24,284.888,64.026,22.463,1234,460,168.69,17.553,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2654",2654,"BUI-FH5-W-SUBSET-3.csv",25,240.641,62.566,20.341,1233,486,17.65,17.522,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2655",2655,"BUI-FH5-W-SUBSET-3.csv",26,463.428,86.115,32.312,1286,494,11.004,19.383,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2656",2656,"BUI-FH5-W-SUBSET-3.csv",27,357.857,70.86,24.951,1155,516,42.138,20.095,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2657",2657,"BUI-FH5-W-SUBSET-3.csv",28,489.821,82.502,27.652,1214,511,157.521,23.031,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2658",2658,"BUI-FH5-W-SUBSET-3.csv",29,260.824,61.106,22.097,1260,530,23.499,16.24,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2659",2659,"BUI-FH5-W-SUBSET-3.csv",30,308.176,73.352,25.913,1292,533,17.819,16.74,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2660",2660,"BUI-FH5-W-SUBSET-3.csv",31,398.999,82.377,32.312,1184,528,168.996,17.549,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2661",2661,"BUI-FH5-W-SUBSET-3.csv",32,419.958,77.393,28.468,1131,558,21.801,19.383,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2662",2662,"BUI-FH5-W-SUBSET-3.csv",33,191.737,58.739,23.723,1204,554,158.199,11.702,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2663",2663,"BUI-FH5-W-SUBSET-3.csv",34,241.417,60.59,23.327,1254,562,10.886,14.097,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2664",2664,"BUI-FH5-W-SUBSET-3.csv",35,182.422,51.049,18.163,1118,585,39.094,13.929,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2665",2665,"BUI-FH5-W-SUBSET-3.csv",36,523.977,86.631,28.981,1274,590,19.537,23.789,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2666",2666,"BUI-FH5-W-SUBSET-3.csv",37,336.121,69.614,25.657,1212,584,164.055,17.621,"BUI-FH5","BUI","FH","BUI-FH","BUI-FH5-W",3,"BUI-FH5-W-3",77128.607,1,2,2,0,1,0,0
"2667",2667,"BUI-FH6-E-SUBSET-1.csv",1,392.789,78.034,29.288,988,187,173.089,20.264,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2668",2668,"BUI-FH6-E-SUBSET-1.csv",2,364.843,73.868,26.753,1110,230,17.241,18.25,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2669",2669,"BUI-FH6-E-SUBSET-1.csv",3,413.748,77.82,27.142,1023,231,166.866,20.4,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2670",2670,"BUI-FH6-E-SUBSET-1.csv",4,262.377,64.114,23.327,1176,243,10.886,15.859,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2671",2671,"BUI-FH6-E-SUBSET-1.csv",5,436.259,96.296,29.722,979,256,168.024,21.018,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2672",2672,"BUI-FH6-E-SUBSET-1.csv",6,612.471,95.78,35.385,1045,291,18.886,24.584,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2673",2673,"BUI-FH6-E-SUBSET-1.csv",7,451.008,80.312,26.017,1145,298,118.301,23.506,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2674",2674,"BUI-FH6-E-SUBSET-1.csv",8,655.165,105.321,33.434,989,324,18.435,27.045,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2675",2675,"BUI-FH6-E-SUBSET-1.csv",9,256.943,60.59,20.887,1174,320,27.646,17.621,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2676",2676,"BUI-FH6-E-SUBSET-1.csv",10,195.618,53.328,20.625,1047,317,19.983,13.216,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2677",2677,"BUI-FH6-E-SUBSET-1.csv",11,419.958,79.369,27.142,1101,323,13.134,20.833,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2678",2678,"BUI-FH6-E-SUBSET-1.csv",12,113.334,40.049,14.207,991,358,29.745,10.573,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2679",2679,"BUI-FH6-E-SUBSET-1.csv",13,234.431,57.066,20.942,1155,386,22.249,15.761,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2680",2680,"BUI-FH6-E-SUBSET-1.csv",14,545.712,93.502,35.341,1065,397,175.711,23.789,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2681",2681,"BUI-FH6-E-SUBSET-1.csv",15,215.025,59.558,23.967,1177,443,17.103,13.132,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2682",2682,"BUI-FH6-E-SUBSET-1.csv",16,159.91,50.836,20.436,1004,449,172.569,10.573,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2683",2683,"BUI-FH6-E-SUBSET-1.csv",17,568.224,92.345,32.599,1145,488,161.075,23.789,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2684",2684,"BUI-FH6-E-SUBSET-1.csv",18,586.078,97.417,37.057,1063,508,18.004,21.155,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2685",2685,"BUI-FH6-E-SUBSET-1.csv",19,817.404,116.623,45.891,1082,533,3.302,25.041,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2686",2686,"BUI-FH6-E-SUBSET-1.csv",20,580.644,92.647,33.166,1011,543,16.991,23.789,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",1,"BUI-FH6-E-1",75130.509,1,2,1,0,0,0,0
"2687",2687,"BUI-FH6-E-SUBSET-2.csv",1,235.984,56.638,21.292,1038,744,24.444,14.097,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2688",2688,"BUI-FH6-E-SUBSET-2.csv",2,249.18,70.86,28.685,1152,762,10.62,12.449,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2689",2689,"BUI-FH6-E-SUBSET-2.csv",3,334.569,69.312,22.975,1222,767,122.471,20.489,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2690",2690,"BUI-FH6-E-SUBSET-2.csv",4,100.914,38.501,15.612,1110,777,163.61,9.616,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2691",2691,"BUI-FH6-E-SUBSET-2.csv",5,499.913,84.869,30.137,1027,814,15.255,22.907,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2692",2692,"BUI-FH6-E-SUBSET-2.csv",6,839.915,109.877,36.22,1163,843,18.435,32.127,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2693",2693,"BUI-FH6-E-SUBSET-2.csv",7,742.883,107.385,38.736,1075,846,17.199,26.341,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2694",2694,"BUI-FH6-E-SUBSET-2.csv",8,533.292,87.147,30.317,1224,852,35.538,24.67,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2695",2695,"BUI-FH6-E-SUBSET-2.csv",9,381.145,78.639,29.288,1136,868,164.291,17.621,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2696",2696,"BUI-FH6-E-SUBSET-2.csv",10,337.674,76.449,29.917,1075,876,13.627,14.978,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2697",2697,"BUI-FH6-E-SUBSET-2.csv",11,122.649,46.279,19.701,1097,889,10.305,8.811,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2698",2698,"BUI-FH6-E-SUBSET-2.csv",12,417.629,78.852,29.062,1075,916,14.036,19.383,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2699",2699,"BUI-FH6-E-SUBSET-2.csv",13,277.902,66.695,25.199,1126,923,36.469,16.588,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2700",2700,"BUI-FH6-E-SUBSET-2.csv",14,156.029,48.985,17.355,1214,920,113.962,13.7,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2701",2701,"BUI-FH6-E-SUBSET-2.csv",15,385.802,77.393,29.062,1183,954,14.036,17.384,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2702",2702,"BUI-FH6-E-SUBSET-2.csv",16,244.523,63.687,25.23,1070,946,167.905,12.335,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2703",2703,"BUI-FH6-E-SUBSET-2.csv",17,233.655,60.376,23.51,1142,947,167.005,13.216,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2704",2704,"BUI-FH6-E-SUBSET-2.csv",18,788.682,106.353,34.463,1238,982,147.529,31.255,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2705",2705,"BUI-FH6-E-SUBSET-2.csv",19,638.864,96.813,32.694,1083,984,165.964,26.432,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2706",2706,"BUI-FH6-E-SUBSET-2.csv",20,681.558,101.28,35.637,1172,998,8.531,27.124,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2707",2707,"BUI-FH6-E-SUBSET-2.csv",21,697.859,101.671,37.38,1116,1035,171.87,24.295,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2708",2708,"BUI-FH6-E-SUBSET-2.csv",22,149.042,48.13,19.243,1108,1063,15.945,9.692,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2709",2709,"BUI-FH6-E-SUBSET-2.csv",23,213.472,59.344,22.907,1145,1067,22.62,13.216,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2710",2710,"BUI-FH6-E-SUBSET-2.csv",24,276.349,67.034,25.429,1257,1064,165.964,16.691,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2711",2711,"BUI-FH6-E-SUBSET-2.csv",25,753.75,108.631,40.567,1205,1102,177.51,24.898,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2712",2712,"BUI-FH6-E-SUBSET-2.csv",26,299.637,68.066,25.913,1135,1110,17.819,16.74,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",2,"BUI-FH6-E-2",82986.28,1,2,1,0,0,0,0
"2713",2713,"BUI-FH6-E-SUBSET-3.csv",1,397.446,79.369,29.288,1238,1317,158.839,17.23,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",3,"BUI-FH6-E-3",81818.782,1,2,1,0,0,0,0
"2714",2714,"BUI-FH6-E-SUBSET-3.csv",2,423.063,79.671,30.648,1320,1330,18.435,18.502,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",3,"BUI-FH6-E-3",81818.782,1,2,1,0,0,0,0
"2715",2715,"BUI-FH6-E-SUBSET-3.csv",3,449.456,81.256,28.317,1306,1357,5.356,22.428,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",3,"BUI-FH6-E-3",81818.782,1,2,1,0,0,0,0
"2716",2716,"BUI-FH6-E-SUBSET-3.csv",4,134.293,44.606,17.016,1221,1358,21.251,10.573,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",3,"BUI-FH6-E-3",81818.782,1,2,1,0,0,0,0
"2717",2717,"BUI-FH6-E-SUBSET-3.csv",5,225.892,63.812,25.429,1254,1354,165.964,13.216,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",3,"BUI-FH6-E-3",81818.782,1,2,1,0,0,0,0
"2718",2718,"BUI-FH6-E-SUBSET-3.csv",6,652.06,100.639,32.312,1174,1365,154.134,28.194,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",3,"BUI-FH6-E-3",81818.782,1,2,1,0,0,0,0
"2719",2719,"BUI-FH6-E-SUBSET-3.csv",7,947.816,118.902,40.872,1236,1406,7.431,30.837,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",3,"BUI-FH6-E-3",81818.782,1,2,1,0,0,0,0
"2720",2720,"BUI-FH6-E-SUBSET-3.csv",8,358.633,71.804,24.826,1403,1387,117.474,19.986,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",3,"BUI-FH6-E-3",81818.782,1,2,1,0,0,0,0
"2721",2721,"BUI-FH6-E-SUBSET-3.csv",9,148.266,47.311,17.355,1307,1405,23.962,11.454,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",3,"BUI-FH6-E-3",81818.782,1,2,1,0,0,0,0
"2722",2722,"BUI-FH6-E-SUBSET-3.csv",10,219.682,56.247,19.878,1348,1408,167.196,16.454,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",3,"BUI-FH6-E-3",81818.782,1,2,1,0,0,0,0
"2723",2723,"BUI-FH6-E-SUBSET-3.csv",11,356.304,74.901,27.82,1304,1427,169.046,17.56,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",3,"BUI-FH6-E-3",81818.782,1,2,1,0,0,0,0
"2724",2724,"BUI-FH6-E-SUBSET-3.csv",12,673.019,123.886,34.71,1377,1454,23.962,29.075,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",3,"BUI-FH6-E-3",81818.782,1,2,1,0,0,0,0
"2725",2725,"BUI-FH6-E-SUBSET-3.csv",13,699.412,102.401,36.646,1262,1461,9.689,26.083,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",3,"BUI-FH6-E-3",81818.782,1,2,1,0,0,0,0
"2726",2726,"BUI-FH6-E-SUBSET-3.csv",14,662.151,95.869,33.025,1414,1455,99.211,26.432,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",3,"BUI-FH6-E-3",81818.782,1,2,1,0,0,0,0
"2727",2727,"BUI-FH6-E-SUBSET-3.csv",15,555.027,90.885,33.177,1208,1487,169.287,22.01,"BUI-FH6","BUI","FH","BUI-FH","BUI-FH6-E",3,"BUI-FH6-E-3",81818.782,1,2,1,0,0,0,0
